content,score,,,,,,
WhatsApp tolong bawa WhatsApp kembali seperti dlu WhatsApp,3,,,,,,
Update terus baru juga 2hari sudah update lagi,4,,,,,,
Kontak suka ngehapus sendiri😡😡😡😡,1,,,,,,
Bogus membantu masyarakat,4,,,,,,
"Di update malah makin jelekk,woi kok makin gak karuan aplikasi mu kontollllll",1,,,,,,
Sangat memuaskan,5,,,,,,
Kok sekarang sudah tidak ada kirim pesan sekai lihat yaa? Padahal sebelum di update fitur itu masih ada,1,,,,,,
baik,2,,,,,,
Kalau wa gak bisa dibuka knp ya? Ktanya kna spam gitu?,2,,,,,,
Oke,1,,,,,,
Saya setuju aplikasi ini,5,,,,,,
"Mantap, hemat dalam komonikasi",5,,,,,,
Sangat berguna sekali,5,,,,,,
Ok,5,,,,,,
Bagus,5,,,,,,
Bagus saya senang,5,,,,,,
Anak bbi,5,,,,,,
Sangat puas,5,,,,,,
Sangat baik...,5,,,,,,
Kenapa dah kok kena bug akun nya gak bisa di login,1,,,,,,
Ko navigasi ku ga di bawah sii🤬,1,,,,,,
Percuma punya aplikasi nya gaada yg chat,2,,,,,,
sw aja ga bisa ngeliat,5,,,,,,
Kenapa gak bisa di perbarui lagi ya,3,,,,,,
Sangat menguntungkan,4,,,,,,
Sangat puas sekali/WA bagus variasi nya 👌tingkat kan lagi versi lebih baru lagi👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,,,,,,
Bagus sekali washap yabos,1,,,,,,
wa sangat memudahkan Kita untuk saling berkomunikasi,5,,,,,,
Bisa menghubung secara online,1,,,,,,
"kenapa status di wa sekarang ke samping dari kiri ke kanan, sangat menyulitkan untuk melihat status orang lain, tolong pelayanannya ditingkatkan terimakasih",1,,,,,,
"Bagusss bgttt plissss aplikasi nya,karna bisa chat dari jarak jauhhh😖😖suka bgttt dehhh,tp klo ada update harus update lagi di play store jadi kuota aku habiss jadi bisa gak?? update sendiri??",5,,,,,,
I like,3,,,,,,
2024 makin parah tdk bsa voice,1,,,,,,
"koo wa saya udah di update tetep ga bisa like status org ya padahal tmn"" saya suda bisa",4,,,,,,
Sangat membantu sekali,5,,,,,,
Knp skrng ga bisa d hapus data..harus d uinstal dl baru d donload lg.,3,,,,,,
"no gw ke kenon mulu heran dah, padahal kgk ngapa ngapain njir",3,,,,,,
Bagus,5,,,,,,
Oke,5,,,,,,
Kode mana kode,1,,,,,,
maaf saya kurangi 1 bintangnya karena sering lambat chat masuk,4,,,,,,
WhatsApp gampang spam eror,1,,,,,,
saya baru update tapi selang beberapa minggu minta diupdate lagi padahal klo saya lihat sama saja. Kok sering tiba2 pemulihan sendiri sih sekarang. Terus ilang semua. Padahal udah dilewati sama pembatan pemulihan tetep aja dipulihin yg belom dicadangkan ilang lagi duh😡😮‍💨 pindah tele aja deh kayak e,1,,,,,,
Apk ny bagus,5,,,,,,
"Kalau mau lihat Status sudah tidak kayak dulu LG, skrng aneh2 aja ko ya, ayah ko laaahhh",1,,,,,,
"Ingin kayak yg lain bisa ngelike story orang,,,dan jika orang ngelike story saya bisa muncul love love",1,,,,,,
Ok,5,,,,,,
Pembaharuan terus.. Tp tada ad yg di perbaharui.. Sm jak ku liat,3,,,,,,
B ajah,1,,,,,,
Oke,5,,,,,,
maaf tolong diperbaiki sistem nya .. saya sudah update terbaru tapi tetep fitur nya tidak bisa saya menikmati.. contoh fitur yang distory seperti memberi like kepada story teman (tapi disaya tidak bisa).. tolong dan banyak lagi fitur yg tidak bisa saya nikmati.. please lah ini aplikasi sudah besar masa tidak bisa mengatasi hal seperti ini.. terimakasih 🙏🙏,1,,,,,,
Sma,1,,,,,,
Kenapa kalau vc terus buka aplikasi lain bisa terjeda cameranya kenapa bisa gitu min,1,,,,,,
Di saya belum ada saluran nya,3,,,,,,
WhatsApp sekarang bend trs jadi mls pakek wa sekarang,1,,,,,,
Mantap whatsapp nya gk ribet ok kasih 5,5,,,,,,
"Gak ada filter like nya punya gw ,jd gw ksh 2 Bintang",2,,,,,,
Kenapa wa ga bisa di buka soal nyh penting?,4,,,,,,
Coba,5,,,,,,
Sangat puas 🤍,5,,,,,,
Andalan 😁😁,5,,,,,,
"Aplikasi meman mantap,,",5,,,,,,
tolong segera fix bug tidak bisa mengirim foto video sticker file dll,1,,,,,,
Bagus,5,,,,,,
mantaaap,5,,,,,,
Kenapa kena spam trus baru ganti nomor juga,5,,,,,,
Apk rusak,1,,,,,,
Baguss...,5,,,,,,
Saya suka baget,5,,,,,,
Tolong saya ini wa saya knpa kna sepam ya tolong ya 🙏🏻,5,,,,,,
Kasi 2 ajh lah dulu,3,,,,,,
Him,5,,,,,,
"Aplikasi tolong di perbarui, masa cewek gdk yg mau di ajak vc",1,,,,,,
Entah kenapa selalu di suruh update,3,,,,,,
Hendra👍👍👍,5,,,,,,
Yg pasti apk sangat membantu semua kalangan.. Buat yg masih kurang ini itu ya tinggal buat apk sendiri biar puas... Ya gx???,5,,,,,,
Ada apa dengan wa. Klo wa di buka pesan baru masuk. Di tlp memanggil terus. Tolong d perbaiki,1,,,,,,
Aplikasi WhatsApp ini udh gjls karena orng dh pada update semuah masa sy blm,1,,,,,,
Bagus,4,,,,,,
"diupdate tetep aja tampilannya gak berubah,wa orang laen mah berubah aneh entah gimana whatsapp ini,hp spek bagus semua bagus:(",2,,,,,,
tambahin fitur save status dong,5,,,,,,
Cam WhatsApp sangat jelek. Tolong bisakah di percarahkan. 🙏,2,,,,,,
Eok,5,,,,,,
Bagus,3,,,,,,
"Pembaruan story WA nya jelek bangeeeeeeeet!! Kotak kotam gajelas gitu, trus storynya ga berurutan..jadi males mau buka wa atau buka story karna tampilannya jelek bangeet. Tolong dong kembalikan wa seperti yang dulu!!!!",1,,,,,,
"Baru pakai whatsapp, bagus aplikasinya",5,,,,,,
Good,5,,,,,,
Yang penting sehat siap menggunakan sesuatu yanng dipilih,4,,,,,,
"Akun saya kenapa sering di blok alasan spam ya? Padahal baru dipulihkan dan saya baru balas chat tetangga saya eh kok langsung diblok lagi. Aplikasi saya download di sini, kirim spam chat juga ga pernah. Aneh dah whatsapp sekarang.",1,,,,,,
WA selalu ingin di update.. Kalau nggak di update pasti ngelek parah dan kamera depanya nggak bakal bisa di pakai.. Kalau sudah di update bakal bagus lagi... Tiap bulan selalu minta update....,1,,,,,,
Saat vc kamera tiba tina blur. Ketika kamera di balik ke belakang.. Dan ketika dibalikan lagi kedepan kameranya blur.,2,,,,,,
Ok,5,,,,,,
"Wa sekarang dikit2 k ban, bikin males",1,,,,,,
jos,5,,,,,,
Surara kurang jelas ketika melakukan panggilan suara,2,,,,,,
Saya suka,5,,,,,,
Parah ni lg eror wa sdh brph hari ini gk bisa kirim poto gk bisa kirim poisnot. Slalu lola pdhl jaringan bagus tanpa ada kndla..masa piisnot sama kirim poto dn gambar gk bisa2,1,,,,,,
Terimakasih telah membantu kami,5,,,,,,
Ya keren kok.,5,,,,,,
ga bisa like sw orng pdhal udah update terbaru,1,,,,,,
Apliksi bgus sya mrsa trbntu,5,,,,,,
Kenapa tidak bisa undu,5,,,,,,
👍👍👍,5,,,,,,
Allhamdulillah,5,,,,,,
Kirim dan uplod video story gak bisa ganti fotopun gagal mulu,2,,,,,,
Ok lah joss,5,,,,,,
Membatu bagus,4,,,,,,
Dedi M,4,,,,,,
"Ko saya tiba-tiba keluar dari akun WhatsApp saya dan,mau login kembali kode verifikasi tidak ada",1,,,,,,
Goood,5,,,,,,
Bagus cocok buat komunikasi,5,,,,,,
"bolak balik kena spam, harus instal tiap hari.. salah apa aku?",1,,,,,,
Coba dulu,4,,,,,,
Good,5,,,,,,
"Kamera pake hp infinix hot 40i ngebug, kalo buat kamera apa lagi vc hasilnya burem, pdhl kalo kamera biasa jernih",1,,,,,,
Oke,2,,,,,,
Baik,5,,,,,,
Mataf,5,,,,,,
Wa sekarang sering eror sering ke hapus sendiri apk Nyah,1,,,,,,
Sangat membantu dalam.pekerkaan di akntor,5,,,,,,
Good,5,,,,,,
Senang,5,,,,,,
Me ngunduh,3,,,,,,
kpn bisa balik ke dia🙁,5,,,,,,
Hilang aja aplikasi nya di hp. Tolong pemulihan kembali ya min,5,,,,,,
Battle,4,,,,,,
sering mengalami masalah,5,,,,,,
Jelek banyak aturan... Karna banyak aturan saya kena spam trus . Walaupun saya sudah mematuhi ketentuan layanan di WhatsApp. Tetap aja akun saya kena blok truss. Saya mohon mending gausah diadakan WhatsApp kaya gini . Trimakasih,1,,,,,,
Terimakasih aku orang biasa hp cuma satu Ram,5,,,,,,
"ANDAIKAN WHATSAPP ADA ARSIPNYA,MUNGKIN KENANGAN"" BANYAK TERSIMPAN 😌. UPDATE YG TERBARU DONG PENGGUNA WHATSAPP 🙏🏻",5,,,,,,
"Ingin menambahkan anggota kedalam grub kelas ,tetapi langsung terbanned karena spam,tolong di fix bug itu , sangat merugikan pengguna",1,,,,,,
Ok,3,,,,,,
Ko ga bisa di instal,1,,,,,,
The Best,5,,,,,,
"Versi Wa yg skrng kurang nyaman, mending kembali ke versi yg dlu ajah lebih enak nyaman...",1,,,,,,
Layanannya mantap,5,,,,,,
Ohb main bulutangkis & Renang,5,,,,,,
"tolonglah perbaiki masalah tautan WhatsApp keriset semdiri, saya sangat kecewa dengan tragedi yang sering terjadi ini.",1,,,,,,
Aku suka,1,,,,,,
Karena sangat di butuh kan untuk komunikasi bersama keluarga mau pun teman terdekan,5,,,,,,
suka tapi kok kalo video koll susah,3,,,,,,
Saya sangat senang sekali,5,,,,,,
susah cru fitur bru,2,,,,,,
Wa dihack orang tak bertanggung jwb,5,,,,,,
"Aplikasi udah bagus cuma tolong diperbaiki buat nomor yang akun emailnya sama,misal aku pakai akun kakak ku trs nomornya beda jauh buanget tpi nomor orang yg disimpen di hp kakak ku masuk ke nomorku nomor temanku masuk di hp kakak ku.itu tolong dong seharusnya tergantung nomornya jangan emailnya.aku setiap mau nyimpen nomor baru gk bisa kesimpen di no ku selalu harus berkali kali nge save nya.tolong diperbaiki ya nanti tk naikin nilainya",2,,,,,,
Whatsapp?!!!....saya sudah lupa lama sekali menggunakannya....tapi akhir-akhir ini whatsapp sudah berubah total penanganannya...sekarang sudah ni sering memberikan ultimatum spam kepada sipengguna jika tak sesuai ketentuan yg di buat whatsapp itu sendiri...sebetulnya bagaimana sih arti spam kepada akun?! Tlong jelaskan sejelas jelasnya...terima kasih,5,,,,,,
Lumayan,5,,,,,,
mantqp,5,,,,,,
Sanggat bagus,5,,,,,,
Ada no kontak salah satu yg tidak bisa di baca langsun,1,,,,,,
Sangat cocok untuk hp apa saja,5,,,,,,
Bagus,5,,,,,,
LEGEND,5,,,,,,
Aplikasinya bagus saya kasih bintang 4,4,,,,,,
Aplikasi ini sangat berguna,5,,,,,,
Bintang satu wa sering ke band ga dpt duit aku,1,,,,,,
ok,5,,,,,,
Mantap,5,,,,,,
WhatsApp terblokir sudah lama sampai chat WhatsApp hilang semua dari cadangan WhatsApp,5,,,,,,
Aplikasi ini Sangat membantu untuk komunikasi,5,,,,,,
"woi kapan aku dapet update, kebiasaan deh WhatsApp lama bgt update nya",5,,,,,,
Ok memuaskan,5,,,,,,
nambahin orang malah kena spam haduh pihak WhatsApp,1,,,,,,
"Perbaiki apa yg menjadi keluh kesah userr, story wa nya amburadul",1,,,,,,
Ok,5,,,,,,
"Apk sampah,saya Chet cewek lama baru di bales,bahkan gak di balas sama sekali",1,,,,,,
Terburuk jelek ga guna.. jangan didownload lah ga bermutu. Mending beli hp nokia. 100 tahun juga di pakai trus. Lah ini,1,,,,,,
Saya lebih terbiasa bermain dengan aplikasi ini,5,,,,,,
Gua ada tugas kuliah terus mau masukin teman teman malah langsung ter kena spam,1,,,,,,
Sangat bagus,5,,,,,,
Gimana caranya biar whatsap gak kena spam...?,2,,,,,,
Mantap jiwa. Sangat membantu sekali' Dalam keseharian kami,5,,,,,,
"Tolong bnerin akun saya , pihak wasapp , trimakasih , akun saya ga bisa di buka, tolong bnerin akun wa saya",5,,,,,,
Ok,5,,,,,,
jos,5,,,,,,
knp wa merekam suara ga bisa bisa yaaa,5,,,,,,
WhatsApp tolong kembalikan seperti duluu lagii,1,,,,,,
bagus dan cakp,4,,,,,,
good,4,,,,,,
Lumayan bagus,4,,,,,,
Tidak ada fitur untuk men-disable voice call maupun video call,1,,,,,,
Ga jelas,1,,,,,,
Cakep mantap,5,,,,,,
Ok,5,,,,,,
saya tidak bisa menambah kan 500 anggota kedalam grub sekaligus,1,,,,,,
Aplikasi nya mendadak suka force close Udah apus data dan instal ulang tetep sama aja :/,1,,,,,,
Baik tapi tidak ada voice note yang bisa sambil merekam muka,5,,,,,,
keneh keneh kehed,3,,,,,,
Kenapa pemberitahuan status teman2 tidak berurutan berdasarkan waktu. Tolong dikembalikan seperti sebelumnya.,1,,,,,,
SESEORANG TELAH MEMBLOKIR AKUN MILIK SAYA,1,,,,,,
WhatsApp sekarang sangat buruk Tidak bisa menggunakan WhatsApp alasan menggunakan WhatsApp tidak resmi jelas jelas saya mendownload nya diplaystore,1,,,,,,
Jabar,5,,,,,,
Masa nambahin 50 kontak aja keban hadehhh,1,,,,,,
Bagus sekali🖒🖒🖒👍👍👍👍👍👍👍,5,,,,,,
Bagus utk kominikasi,5,,,,,,
Bagus,5,,,,,,
Sangat puas banget,5,,,,,,
Emm ya bener begitu,5,,,,,,
"saya tidak dapat masuk ke whatsapp,selalu saja ada peringatan untuk download Versi legal padahal saya Download langsung dari playstore",5,,,,,,
Aplikasi ini sangat bagus dan sangat membantu sekali untuk cara berkomonikasi,5,,,,,,
Bagus,5,,,,,,
"tolong dong kalo lagi call, terus di kembaliin tombol buat matiin nya jangan di sebelah kanan ke pencet terus kalo tolong di perbaiki lagi",4,,,,,,
Kenapa akun kami dihapus,5,,,,,,
"WhatsApp nya ga update', yang lain udah ada fitur saluran, tapi di sini gaada",2,,,,,,
Mantap,5,,,,,,
"updatenya makin gajelas. tampilan sw gausa diubah ubah dong, minimal dibikin dua versi biar bisa milih nyamannya pake yg mana!",1,,,,,,
ok,3,,,,,,
"bisa ngechat ama teman, keluarga. bisa buat status, bikin saluran, pokoknya kasih rating 5 deh.",5,,,,,,
"Tiba² Nomor Saya Keluar Sendiri, Padahal Ada Chat Yang Lumayan Penting, Mana Nomor Kartu nya Sudah Hilang Lebih Dari 5 Tahunan 😪😪😪",1,,,,,,
Ulasan bersifat publik serta menyerat kan info akun dan perangkat,5,,,,,,
Bagus dan mantap geasss download yaaa Oke terima kasih,5,,,,,,
Just normal,3,,,,,,
Tolong di buka akun WhatsApp saya karena saya sangat penting saya tidak melakukan sepam akun WhatsApp saya di bajak oleh orang yang tidak bertanggung jawab terimakasih,5,,,,,,
Kok punya saya masih biasa padahal udh di update gak ada like nya dan liat sw orang masih biasa ngak berubah,2,,,,,,
Wa yg sangat bagus,5,,,,,,
Tidak bisa di dawnload,1,,,,,,
"Klo minta ""Update"", harus ada yg baru donk, ini minta Update, tapi gak ada yg rubah... 😇😇😇 WA saya sering dipakai orang lain, buktinya ; photo profile saya tiba2 berubah dengan photo orang lain 😰😰😰",2,,,,,,
Bagusss,5,,,,,,
Wa,5,,,,,,
Knpa no saya d blokir..,1,,,,,,
Aplikasi ini bags untuk Telpon Dan chat sangat berguna untuk mengubungi teman atau keluarga yang jauh,5,,,,,,
Akun saya setiap 1 jam di blokir jadi saya keberatan Krn saya tdk perna kirim SMS atau masuk dulu grub apapun,5,,,,,,
bagus,5,,,,,,
Makin lama makin lag,3,,,,,,
bagusssss tapii baru2 ini pas mau buka sw kita cuma bisa liat yg nge like sw kitaa i don't know siapa yg bermasalah gatau wa nya gatau hp nya haha semoga aajaa bisa di atasiiiiiiiiiiiiiiii,5,,,,,,
Tolong kalo update status knpa selalu blur.....perbaiki segera...!!,1,,,,,,
Ok,5,,,,,,
Good,5,,,,,,
iaPn,5,,,,,,
Bagusssss,4,,,,,,
Sya sgt suka dgn aplikasi ini,5,,,,,,
Kirim voice note ngga bisa Buat story ngga bisa Buat apa ada update.an Ngaco parah Lawak .. ngga jelas Apk makin aneh 🐷 Percumah diupdate . Ngga ada fungsi . Apk🐷,1,,,,,,
Tidak kyk yg lain,1,,,,,,
Bagus,5,,,,,,
Kenapa Kebanyakan update!?! N sekarang gak bisa di update?!?🤦😤,1,,,,,,
Tolong bantu aktifa wa saya,5,,,,,,
Aplikasi ini sangat berguna banget.....👍👍👍👍👍👍👍 Tapi tolong di bagusin lagi....,5,,,,,,
"Aneh amat, saya ga pernah spam apapun kenapa ga bisa gunain akun wa saya??? Ini tolong dong gimna ini cara buka wa saya soalnya banyak yang penting disana",1,,,,,,
"Wa makin kesini makin ke sana,please kenapa Anda Memerlukan whatsaap versi resmi sumpah whatsaap gak jelas banget padahal saya sudah memakai whatsaap resmi dari dulu aneh banget whatsaap sekarang dan kenapa saya memberikan bintang 3 ya karena yg lainnya udah bagus jiga mau bintang 5 silahkan perbaiki dulu. Terima kasih.",3,,,,,,
Akun ku di ban udah 6x capek gw,1,,,,,,
Oke,5,,,,,,
Semua fiturnya sudah bagus tapi maaf karena saya memiliki memori yang tidak besar saya mohon untuk tidak sering mengupdate aplikasi segitu dari saya🙂🙏,5,,,,,,
ya akun saya kna SPM mintak di prbaiki,5,,,,,,
Lumayanlah,3,,,,,,
"Kenapa akun saya gabisa dipakai,ini penting buat kerja soalnya diketerangan tertulis akun ini tidak dapat lagi menggunakan wa karena spam"" gmna ini buat kerja dijalan soalnya",1,,,,,,
Aku suka sama aplikasi ini,5,,,,,,
Ok,5,,,,,,
Bange ngana,5,,,,,,
enak,5,,,,,,
Suut,4,,,,,,
Baguss,5,,,,,,
teruntuk whatsapp kenapa ya kalau menambahkan kontak kedalam grup akun saya langsung banned? tolong kembalikanlah whatsapp yang dulu yang tidak pernah ke banned,1,,,,,,
"Sedikit2 kena spam,padahal bertahun2 saya menggunakan WhatsApp tidak pernah kena spam /terblokir.kini krn ganti hp baru bisa buka WhatsApp ibarat satu menit saja sudah diblokir lagi ,kerja jadi susah klu bgni",1,,,,,,
yoi kwen biaa bgob,5,,,,,,
lop,3,,,,,,
"Kecewa banget kenapa setiap memo penuh dia oromatis riset kalau pun izin pasti tetep di hapus dan aku hari ini kecewa banget karna chat dn smua nya di riset tanpa se izin ku jadi mau gimana lagi kalau udah nga bisa balik lagi chat nya mau demdam tpi dendam ke siapa,tolong aplikasi nua di perbaiki dong kalau chat nya nga penting ngapapa ini penting smua gmn dong sp jg yg tanggung jwb klo kaya gini?",1,,,,,,
"Setelah di update tampilan berubah seperti WhatsApp yang lama, kembalikan ke tampilan yang sekarang lebih mewah tidak jadul seperti yang dulu",3,,,,,,
Aplikasi Yang Bagus,5,,,,,,
Semoga lebih baik lagi.,5,,,,,,
Makin ke sini kok whatsapp makin sering ngelag? di update bukannya makin bagus lah ini malah makin sering ngelag apalagi kalo belum update terus vn jadi gada suaranya tolong yaa di perbaiki lagii!!,1,,,,,,
Tolong kembalikan versi story yang lamaaaa,3,,,,,,
'Apa simbol arus listrik induktansi oksigen tegangan listrik elektron uranium,5,,,,,,
The best,5,,,,,,
Wa skrng jadi kek taii sering kena blok atau spam lama lama nanti banyak yang gamakai apk ini busuk,1,,,,,,
Ok,4,,,,,,
Apk ini sangat rekomended bagi para orang orang,5,,,,,,
ADitri,5,,,,,,
Oke,5,,,,,,
"Di HP orng lain sudah ada saluran tapi kenapa di HP saya tidak ada, padahal sudah di update berkali kali, tolong di perbaiki trmksii",2,,,,,,
sangat bagussss👍🏻👍🏻👍🏻👍🏻,5,,,,,,
Aman mudah dan terpercaya,5,,,,,,
Oke,2,,,,,,
Sangat bagus sekali enak di pakenya,5,,,,,,
Sangat bagus,5,,,,,,
Tolong update whatsapp saya karna tidak ada like story,2,,,,,,
Wahhyu,3,,,,,,
Akun wa saya tiba-terbelokir padahal baru beli dan baru mengubungi adik saya aja,1,,,,,,
Wew,5,,,,,,
"Vidio/ foto yg d aplod buram pdhal sblom d aplod vdio sma foto nya bagus, tlong d perbaiki lagi trimakasih",1,,,,,,
Untuk status WhatsApp nya kenapa masih belum bisa baru seperti yang lain Tolong perbaiki,4,,,,,,
whatsapp ya bagus dan saya mohon jangan kna blokir lagi🙏🙏🙏🙏,5,,,,,,
Tolong dong status whatapps ko kesamping bukan berurut ke bawah!!! Gk seru!!! Tambah jelek aja Percuma update trs tapi hasil BUTUT!!!,3,,,,,,
Lama banget ke download nya...,4,,,,,,
bagus,5,,,,,,
moga lebih cepat tanggap lagi,4,,,,,,
Menambahkan orang di grup selalu kena band 24jam Tolong di perbaiki,1,,,,,,
Very good for communication,5,,,,,,
Waw bagus bisa nelepon si yapa siyapa dan punya nomer sesuka hati saya awa juga doldot sah seper ti sasah nama saya KIM ata wa ica saya sering di sebut ica jom doldot heh tapi awa awa udah ngedolnok lan hehe salah ngobrir saya ica atawa kim dadah awa awa,5,,,,,,
"Bang, kenapa wa gw akun tidak resmi, padahal udh Download di play store",2,,,,,,
Ganggu orang bisnis anj,1,,,,,,
Apa aplikasi ini mau kerja malah kena ban gimana sih gak bisa bikin apk jangan bikin nyusahin aja kalo ada telpon,1,,,,,,
gak ada fitur like nya,1,,,,,,
Tolong bantu saya menghindari SPAM,5,,,,,,
Bagus bgtt aplikasi nyaa,5,,,,,,
wudhu eje,5,,,,,,
Sangat bagus,4,,,,,,
Saya baru saja menggunakan WhatsApp Semoga tidak kena spam lagi..makasih WhatsApp,5,,,,,,
𝓑𝓪𝓰𝓾𝓼,5,,,,,,
apasi anjir ni apk gada yang chet gw,1,,,,,,
memban,4,,,,,,
Wasap ini banyak ngebak nya,2,,,,,,
g bsa like sw,1,,,,,,
whatsApp messenger ini sangat berguna,5,,,,,,
"Admin wa tolonglah yg jelas, ini akun saya kenapa udha 2 X ke blokir dengan alasan spam, jelas"" akun ini cmn dipake wa kerja, kenapa keblokir Mulu, jdi hilang banyak chat penting, yg jelaslah",1,,,,,,
goodssssss,3,,,,,,
"kok malah di update jadi kaya dulu lagi sih!! mending yang kaya kemaren statusnya kaya Facebook,malah di update jadi dulu lagi!",3,,,,,,
Memuaskan,5,,,,,,
Mantul Isan,5,,,,,,
"Apa""an kenapa wa saya kena spam aplikasi GG jelas",1,,,,,,
Apkny bgs untuk silatuhrohim.......,5,,,,,,
Aplikasi ini sangat membantu,5,,,,,,
Saya ingin WhatsApp aku di update,5,,,,,,
akun saya selalu di kira spam terus dan saya sudah kewalahan untuk memulihkan akun saya ampir setiap hari...kenapa wassap yg sekarang jadi susah di gunakan bgni,2,,,,,,
"wa kenapa sekarang agak error, kadang ga bisa minimize vc sama share screen, makasih min gtu aja",4,,,,,,
Kenapa harus update terus ya,3,,,,,,
Mohon diperbaiki lagi dalam Pesan yang tidak tersampaikan ini membuat lama pengguna dalam berkirim pesan malah sudah terkirim malah chatting 1 mohon diperbaiki supaya tidak membuat lama pengirim pesan chat dan diuptade lagi terkait pesan yang tersampaikan,1,,,,,,
tidak bisa di buka,1,,,,,,
Kreeen,5,,,,,,
Aplikasi nya tidak muncul di layar harus masuk ke google play,1,,,,,,
